season,round_number,voter,submitter,points,title,artist,submitted_obscurity,submitted_energy_pct,submitted_top_tag,spotify_uri
1,8,"Michael Layous","Philip Chapin",1,"Don't Take The Money",Bleachers,37,55,,spotify:track:3ySU5vwQB33iGulwcUL9qQ
1,8,"Michael Layous",Sarah,2,"Black & White","Juice WRLD",23,66,"emo rap",spotify:track:1fCeXjoRExPP2qwSBh2aST
1,8,"Michael Layous",SusieQ,2,Movement,"LCD Soundsystem",52,17,,spotify:track:1pJS4rS12iA5MryQSAP2kQ
1,8,"Michael Layous",jac,1,"Goodbye Blue Sky","Pink Floyd",27,21,,spotify:track:0ESdtt9cjGZUkUbaubSrv2
1,8,"Michael Layous",missmara,3,Rolling,"Soul Coughing",69,75,,spotify:track:4teAkTVhFZzkZdWEOOW3ci
1,8,Mollyjohnson,"Joe Quinto",2,"6 Underground","Sneaker Pimps",33,20,lush,spotify:track:7KvSuH86lIT2aTl9PBCAfd
1,8,Mollyjohnson,"Jonathan Black",4,"Ripple - 2013 Remaster","Grateful Dead",57,53,,spotify:track:1OE5l6sedVcIFELMuxQOPI
1,8,Mollyjohnson,"Sarah S",-1,"Mary Jane's Last Dance","Tom Petty and the Heartbreakers",28,19,"classic rock",spotify:track:3dmqIB2Qxe2XZobw9gXxJ6
1,8,Mollyjohnson,SusieQ,3,Movement,"LCD Soundsystem",52,17,,spotify:track:1pJS4rS12iA5MryQSAP2kQ
1,8,Mollyjohnson,"Voltron’s YoungLion",2,"Ghost Town","Second Best",97,71,,spotify:track:1kW1cRjYubYQZncmKhuQaE
1,8,"Philip Chapin","Joe Quinto",1,"6 Underground","Sneaker Pimps",33,20,lush,spotify:track:7KvSuH86lIT2aTl9PBCAfd
1,8,"Philip Chapin","Michael Layous",1,"Summer Babe - Winter Version",Pavement,57,67,,spotify:track:1vnKvlb6cj5NLpd1BMJ2jD
1,8,"Philip Chapin",Mollyjohnson,2,"Rescue Me",Y&T,82,76,,spotify:track:5V0AWCNERrcnKoDixpaTqP
1,8,"Philip Chapin",Sarah,-1,"Black & White","Juice WRLD",23,66,"emo rap",spotify:track:1fCeXjoRExPP2qwSBh2aST
1,8,"Philip Chapin","Sarah S",3,"Mary Jane's Last Dance","Tom Petty and the Heartbreakers",28,19,"classic rock",spotify:track:3dmqIB2Qxe2XZobw9gXxJ6
1,8,"Philip Chapin",SusieQ,1,Movement,"LCD Soundsystem",52,17,,spotify:track:1pJS4rS12iA5MryQSAP2kQ
1,8,"Philip Chapin","Voltron’s YoungLion",2,"Ghost Town","Second Best",97,71,,spotify:track:1kW1cRjYubYQZncmKhuQaE
1,8,"Philip Chapin",missmara,1,Rolling,"Soul Coughing",69,75,,spotify:track:4teAkTVhFZzkZdWEOOW3ci
1,8,Sarah,"Jonathan Black",1,"Ripple - 2013 Remaster","Grateful Dead",57,53,,spotify:track:1OE5l6sedVcIFELMuxQOPI
1,8,Sarah,Mashew,2,"David Bowie Wants Ideas",Bongwater,91,50,,spotify:track:5uxZ7bEBWDpZZEtzuo5VB1
1,8,Sarah,Mollyjohnson,1,"Rescue Me",Y&T,82,76,,spotify:track:5V0AWCNERrcnKoDixpaTqP
1,8,Sarah,"Philip Chapin",4,"Don't Take The Money",Bleachers,37,55,,spotify:track:3ySU5vwQB33iGulwcUL9qQ
1,8,Sarah,SusieQ,-1,Movement,"LCD Soundsystem",52,17,,spotify:track:1pJS4rS12iA5MryQSAP2kQ
1,8,Sarah,"Voltron’s YoungLion",1,"Ghost Town","Second Best",97,71,,spotify:track:1kW1cRjYubYQZncmKhuQaE
1,8,Sarah,jac,2,"Goodbye Blue Sky","Pink Floyd",27,21,,spotify:track:0ESdtt9cjGZUkUbaubSrv2
1,8,"Sarah S","Joe Quinto",2,"6 Underground","Sneaker Pimps",33,20,lush,spotify:track:7KvSuH86lIT2aTl9PBCAfd
1,8,"Sarah S","Jonathan Black",1,"Ripple - 2013 Remaster","Grateful Dead",57,53,,spotify:track:1OE5l6sedVcIFELMuxQOPI
1,8,"Sarah S",Mashew,1,"David Bowie Wants Ideas",Bongwater,91,50,,spotify:track:5uxZ7bEBWDpZZEtzuo5VB1
1,8,"Sarah S","Michael Layous",1,"Summer Babe - Winter Version",Pavement,57,67,,spotify:track:1vnKvlb6cj5NLpd1BMJ2jD
1,8,"Sarah S",Mollyjohnson,1,"Rescue Me",Y&T,82,76,,spotify:track:5V0AWCNERrcnKoDixpaTqP
1,8,"Sarah S","Philip Chapin",-1,"Don't Take The Money",Bleachers,37,55,,spotify:track:3ySU5vwQB33iGulwcUL9qQ
1,8,"Sarah S",SusieQ,2,Movement,"LCD Soundsystem",52,17,,spotify:track:1pJS4rS12iA5MryQSAP2kQ
1,8,"Sarah S","Voltron’s YoungLion",1,"Ghost Town","Second Best",97,71,,spotify:track:1kW1cRjYubYQZncmKhuQaE
1,8,"Sarah S",jac,1,"Goodbye Blue Sky","Pink Floyd",27,21,,spotify:track:0ESdtt9cjGZUkUbaubSrv2
1,8,"Sarah S",missmara,1,Rolling,"Soul Coughing",69,75,,spotify:track:4teAkTVhFZzkZdWEOOW3ci
1,8,SusieQ,"Joe Quinto",1,"6 Underground","Sneaker Pimps",33,20,lush,spotify:track:7KvSuH86lIT2aTl9PBCAfd
1,8,SusieQ,"Jonathan Black",2,"Ripple - 2013 Remaster","Grateful Dead",57,53,,spotify:track:1OE5l6sedVcIFELMuxQOPI
1,8,SusieQ,"Michael Layous",2,"Summer Babe - Winter Version",Pavement,57,67,,spotify:track:1vnKvlb6cj5NLpd1BMJ2jD
1,8,SusieQ,Sarah,-1,"Black & White","Juice WRLD",23,66,"emo rap",spotify:track:1fCeXjoRExPP2qwSBh2aST
1,8,SusieQ,"Sarah S",1,"Mary Jane's Last Dance","Tom Petty and the Heartbreakers",28,19,"classic rock",spotify:track:3dmqIB2Qxe2XZobw9gXxJ6
1,8,SusieQ,"Voltron’s YoungLion",3,"Ghost Town","Second Best",97,71,,spotify:track:1kW1cRjYubYQZncmKhuQaE
1,8,SusieQ,jac,1,"Goodbye Blue Sky","Pink Floyd",27,21,,spotify:track:0ESdtt9cjGZUkUbaubSrv2
1,8,SusieQ,missmara,1,Rolling,"Soul Coughing",69,75,,spotify:track:4teAkTVhFZzkZdWEOOW3ci
1,8,"Voltron’s YoungLion","Joe Quinto",1,"6 Underground","Sneaker Pimps",33,20,lush,spotify:track:7KvSuH86lIT2aTl9PBCAfd
1,8,"Voltron’s YoungLion","Jonathan Black",1,"Ripple - 2013 Remaster","Grateful Dead",57,53,,spotify:track:1OE5l6sedVcIFELMuxQOPI
1,8,"Voltron’s YoungLion",Mashew,1,"David Bowie Wants Ideas",Bongwater,91,50,,spotify:track:5uxZ7bEBWDpZZEtzuo5VB1
1,8,"Voltron’s YoungLion","Michael Layous",1,"Summer Babe - Winter Version",Pavement,57,67,,spotify:track:1vnKvlb6cj5NLpd1BMJ2jD
1,8,"Voltron’s YoungLion",Mollyjohnson,1,"Rescue Me",Y&T,82,76,,spotify:track:5V0AWCNERrcnKoDixpaTqP
1,8,"Voltron’s YoungLion","Philip Chapin",1,"Don't Take The Money",Bleachers,37,55,,spotify:track:3ySU5vwQB33iGulwcUL9qQ
1,8,"Voltron’s YoungLion",Sarah,1,"Black & White","Juice WRLD",23,66,"emo rap",spotify:track:1fCeXjoRExPP2qwSBh2aST
1,8,"Voltron’s YoungLion","Sarah S",2,"Mary Jane's Last Dance","Tom Petty and the Heartbreakers",28,19,"classic rock",spotify:track:3dmqIB2Qxe2XZobw9gXxJ6
1,8,"Voltron’s YoungLion",SusieQ,1,Movement,"LCD Soundsystem",52,17,,spotify:track:1pJS4rS12iA5MryQSAP2kQ
1,8,"Voltron’s YoungLion",jac,-1,"Goodbye Blue Sky","Pink Floyd",27,21,,spotify:track:0ESdtt9cjGZUkUbaubSrv2
1,8,"Voltron’s YoungLion",missmara,1,Rolling,"Soul Coughing",69,75,,spotify:track:4teAkTVhFZzkZdWEOOW3ci
1,8,jac,"Joe Quinto",1,"6 Underground","Sneaker Pimps",33,20,lush,spotify:track:7KvSuH86lIT2aTl9PBCAfd
1,8,jac,"Jonathan Black",1,"Ripple - 2013 Remaster","Grateful Dead",57,53,,spotify:track:1OE5l6sedVcIFELMuxQOPI
1,8,jac,Mashew,1,"David Bowie Wants Ideas",Bongwater,91,50,,spotify:track:5uxZ7bEBWDpZZEtzuo5VB1
1,8,jac,"Michael Layous",1,"Summer Babe - Winter Version",Pavement,57,67,,spotify:track:1vnKvlb6cj5NLpd1BMJ2jD
1,8,jac,Mollyjohnson,2,"Rescue Me",Y&T,82,76,,spotify:track:5V0AWCNERrcnKoDixpaTqP
1,8,jac,"Philip Chapin",-1,"Don't Take The Money",Bleachers,37,55,,spotify:track:3ySU5vwQB33iGulwcUL9qQ
1,8,jac,"Sarah S",1,"Mary Jane's Last Dance","Tom Petty and the Heartbreakers",28,19,"classic rock",spotify:track:3dmqIB2Qxe2XZobw9gXxJ6
1,8,jac,SusieQ,1,Movement,"LCD Soundsystem",52,17,,spotify:track:1pJS4rS12iA5MryQSAP2kQ
1,8,jac,"Voltron’s YoungLion",1,"Ghost Town","Second Best",97,71,,spotify:track:1kW1cRjYubYQZncmKhuQaE
1,8,jac,missmara,2,Rolling,"Soul Coughing",69,75,,spotify:track:4teAkTVhFZzkZdWEOOW3ci
1,8,missmara,"Joe Quinto",2,"6 Underground","Sneaker Pimps",33,20,lush,spotify:track:7KvSuH86lIT2aTl9PBCAfd
1,8,missmara,Mashew,3,"David Bowie Wants Ideas",Bongwater,91,50,,spotify:track:5uxZ7bEBWDpZZEtzuo5VB1
1,8,missmara,"Michael Layous",2,"Summer Babe - Winter Version",Pavement,57,67,,spotify:track:1vnKvlb6cj5NLpd1BMJ2jD
1,8,missmara,"Philip Chapin",0,"Don't Take The Money",Bleachers,37,55,,spotify:track:3ySU5vwQB33iGulwcUL9qQ
1,8,missmara,Sarah,1,"Black & White","Juice WRLD",23,66,"emo rap",spotify:track:1fCeXjoRExPP2qwSBh2aST
1,8,missmara,"Sarah S",-1,"Mary Jane's Last Dance","Tom Petty and the Heartbreakers",28,19,"classic rock",spotify:track:3dmqIB2Qxe2XZobw9gXxJ6
1,8,missmara,SusieQ,1,Movement,"LCD Soundsystem",52,17,,spotify:track:1pJS4rS12iA5MryQSAP2kQ
1,8,missmara,"Voltron’s YoungLion",1,"Ghost Town","Second Best",97,71,,spotify:track:1kW1cRjYubYQZncmKhuQaE
1,8,missmara,jac,1,"Goodbye Blue Sky","Pink Floyd",27,21,,spotify:track:0ESdtt9cjGZUkUbaubSrv2
1,9,"Joe Quinto","Jonathan Black",1,"Add It Up","Violent Femmes",47,,,spotify:track:61QW3AcU1jm5ttPOn8eZhn
1,9,"Joe Quinto",Mashew,1,"Figure It Out","Royal Blood",28,,rock,spotify:track:6V0A3jkb9ntudO0kmcJ1xd
1,9,"Joe Quinto","Michael Layous",1,"Dean Town",Vulfpeck,54,,,spotify:track:1dyUxu73YVV4661xsoib5b
1,9,"Joe Quinto",Mollyjohnson,1,"A Forest - 2006 Remaster","The Cure",19,,"new wave",spotify:track:3O4TPMOgChXOerSdB5WENH
1,9,"Joe Quinto","Philip Chapin",1,"Punk Rock Loser","Viagra Boys",51,91,,spotify:track:2pqoh1jUQoppztoQRRGyKK
1,9,"Joe Quinto",Sarah,1,"Under Pressure - Remastered 2011","Queen, David Bowie",94,49,,spotify:track:11IzgLRXV7Cgek3tEgGgjw
1,9,"Joe Quinto","Sarah S",0,"Glory Box",Portishead,9,,trip-hop,spotify:track:3Ty7OTBNSigGEpeW2PqcsC
1,9,"Joe Quinto",Tj,2,"Super Bon Bon","Soul Coughing",63,,,spotify:track:4H1ttBCmT7cqvGJLqfHbED
1,9,"Joe Quinto","Voltron’s YoungLion",1,"Journey to the End of the East Bay","Tim Timebomb",90,,,spotify:track:45Qa5mIlVoSlRdSoLsSnLz
1,9,"Joe Quinto",hanhquach,1,"Seven Nation Army - Remasterisée","Ben L'Oncle Soul",66,,,spotify:track:4LDNKV0SYy8m9MRyhLkXv7
1,9,"Joe Quinto",jac,1,"For Whom the Bell Tolls (Live)","Metallica, San Francisco Symphony",23,,,spotify:track:5YPzY1EmlXP7RoPz3dvhY8
1,9,"Joe Quinto",missmara,-1,"Them Changes",Thundercat,13,57,funk,spotify:track:7CH99b2i1TXS5P8UUyWtnM
1,9,"Jonathan Black","Joe Quinto",1,"Give Up The Funk (Tear The Roof Off The Sucker)",Parliament,52,,,spotify:track:4XRkQloZFcRrCONN7ZQ49Y
1,9,"Jonathan Black",Mashew,2,"Figure It Out","Royal Blood",28,,rock,spotify:track:6V0A3jkb9ntudO0kmcJ1xd
1,9,"Jonathan Black","Michael Layous",1,"Dean Town",Vulfpeck,54,,,spotify:track:1dyUxu73YVV4661xsoib5b
1,9,"Jonathan Black",Mollyjohnson,0,"A Forest - 2006 Remaster","The Cure",19,,"new wave",spotify:track:3O4TPMOgChXOerSdB5WENH
1,9,"Jonathan Black","Philip Chapin",-1,"Punk Rock Loser","Viagra Boys",51,91,,spotify:track:2pqoh1jUQoppztoQRRGyKK
1,9,"Jonathan Black",Sarah,0,"Under Pressure - Remastered 2011","Queen, David Bowie",94,49,,spotify:track:11IzgLRXV7Cgek3tEgGgjw
1,9,"Jonathan Black","Sarah S",2,"Glory Box",Portishead,9,,trip-hop,spotify:track:3Ty7OTBNSigGEpeW2PqcsC
1,9,"Jonathan Black",SusieQ,1,"Wide Awake","Parquet Courts",55,,,spotify:track:26UinddFbmPE2woBqQ246S
1,9,"Jonathan Black",Tj,0,"Super Bon Bon","Soul Coughing",63,,,spotify:track:4H1ttBCmT7cqvGJLqfHbED
1,9,"Jonathan Black","Voltron’s YoungLion",2,"Journey to the End of the East Bay","Tim Timebomb",90,,,spotify:track:45Qa5mIlVoSlRdSoLsSnLz
1,9,"Jonathan Black",hanhquach,1,"Seven Nation Army - Remasterisée","Ben L'Oncle Soul",66,,,spotify:track:4LDNKV0SYy8m9MRyhLkXv7
1,9,"Jonathan Black",jac,0,"For Whom the Bell Tolls (Live)","Metallica, San Francisco Symphony",23,,,spotify:track:5YPzY1EmlXP7RoPz3dvhY8
1,9,"Jonathan Black",missmara,1,"Them Changes",Thundercat,13,57,funk,spotify:track:7CH99b2i1TXS5P8UUyWtnM
1,9,Mashew,"Jonathan Black",2,"Add It Up","Violent Femmes",47,,,spotify:track:61QW3AcU1jm5ttPOn8eZhn
1,9,Mashew,"Michael Layous",1,"Dean Town",Vulfpeck,54,,,spotify:track:1dyUxu73YVV4661xsoib5b
1,9,Mashew,"Philip Chapin",1,"Punk Rock Loser","Viagra Boys",51,91,,spotify:track:2pqoh1jUQoppztoQRRGyKK
1,9,Mashew,"Sarah S",1,"Glory Box",Portishead,9,,trip-hop,spotify:track:3Ty7OTBNSigGEpeW2PqcsC
1,9,Mashew,Tj,1,"Super Bon Bon","Soul Coughing",63,,,spotify:track:4H1ttBCmT7cqvGJLqfHbED
1,9,Mashew,"Voltron’s YoungLion",1,"Journey to the End of the East Bay","Tim Timebomb",90,,,spotify:track:45Qa5mIlVoSlRdSoLsSnLz
1,9,Mashew,hanhquach,-1,"Seven Nation Army - Remasterisée","Ben L'Oncle Soul",66,,,spotify:track:4LDNKV0SYy8m9MRyhLkXv7
1,9,Mashew,jac,1,"For Whom the Bell Tolls (Live)","Metallica, San Francisco Symphony",23,,,spotify:track:5YPzY1EmlXP7RoPz3dvhY8
1,9,Mashew,missmara,3,"Them Changes",Thundercat,13,57,funk,spotify:track:7CH99b2i1TXS5P8UUyWtnM
1,9,"Michael Layous","Joe Quinto",-1,"Give Up The Funk (Tear The Roof Off The Sucker)",Parliament,52,,,spotify:track:4XRkQloZFcRrCONN7ZQ49Y
1,9,"Michael Layous","Jonathan Black",1,"Add It Up","Violent Femmes",47,,,spotify:track:61QW3AcU1jm5ttPOn8eZhn
1,9,"Michael Layous",Mashew,1,"Figure It Out","Royal Blood",28,,rock,spotify:track:6V0A3jkb9ntudO0kmcJ1xd
1,9,"Michael Layous",Mollyjohnson,2,"A Forest - 2006 Remaster","The Cure",19,,"new wave",spotify:track:3O4TPMOgChXOerSdB5WENH
1,9,"Michael Layous","Philip Chapin",2,"Punk Rock Loser","Viagra Boys",51,91,,spotify:track:2pqoh1jUQoppztoQRRGyKK
1,9,"Michael Layous",Tj,1,"Super Bon Bon","Soul Coughing",63,,,spotify:track:4H1ttBCmT7cqvGJLqfHbED
1,9,"Michael Layous","Voltron’s YoungLion",1,"Journey to the End of the East Bay","Tim Timebomb",90,,,spotify:track:45Qa5mIlVoSlRdSoLsSnLz
1,9,"Michael Layous",missmara,3,"Them Changes",Thundercat,13,57,funk,spotify:track:7CH99b2i1TXS5P8UUyWtnM
1,9,Mollyjohnson,"Joe Quinto",1,"Give Up The Funk (Tear The Roof Off The Sucker)",Parliament,52,,,spotify:track:4XRkQloZFcRrCONN7ZQ49Y
1,9,Mollyjohnson,"Jonathan Black",2,"Add It Up","Violent Femmes",47,,,spotify:track:61QW3AcU1jm5ttPOn8eZhn
1,9,Mollyjohnson,"Michael Layous",1,"Dean Town",Vulfpeck,54,,,spotify:track:1dyUxu73YVV4661xsoib5b
1,9,Mollyjohnson,"Philip Chapin",1,"Punk Rock Loser","Viagra Boys",51,91,,spotify:track:2pqoh1jUQoppztoQRRGyKK
1,9,Mollyjohnson,Sarah,1,"Under Pressure - Remastered 2011","Queen, David Bowie",94,49,,spotify:track:11IzgLRXV7Cgek3tEgGgjw
1,9,Mollyjohnson,SusieQ,2,"Wide Awake","Parquet Courts",55,,,spotify:track:26UinddFbmPE2woBqQ246S
1,9,Mollyjohnson,jac,3,"For Whom the Bell Tolls (Live)","Metallica, San Francisco Symphony",23,,,spotify:track:5YPzY1EmlXP7RoPz3dvhY8
1,9,Mollyjohnson,missmara,-1,"Them Changes",Thundercat,13,57,funk,spotify:track:7CH99b2i1TXS5P8UUyWtnM
1,9,"Philip Chapin",Mashew,1,"Figure It Out","Royal Blood",28,,rock,spotify:track:6V0A3jkb9ntudO0kmcJ1xd
1,9,"Philip Chapin","Michael Layous",1,"Dean Town",Vulfpeck,54,,,spotify:track:1dyUxu73YVV4661xsoib5b
1,9,"Philip Chapin",Mollyjohnson,1,"A Forest - 2006 Remaster","The Cure",19,,"new wave",spotify:track:3O4TPMOgChXOerSdB5WENH
1,9,"Philip Chapin",Sarah,1,"Under Pressure - Remastered 2011","Queen, David Bowie",94,49,,spotify:track:11IzgLRXV7Cgek3tEgGgjw
1,9,"Philip Chapin",SusieQ,3,"Wide Awake","Parquet Courts",55,,,spotify:track:26UinddFbmPE2woBqQ246S
1,9,"Philip Chapin",Tj,1,"Super Bon Bon","Soul Coughing",63,,,spotify:track:4H1ttBCmT7cqvGJLqfHbED
1,9,"Philip Chapin","Voltron’s YoungLion",-1,"Journey to the End of the East Bay","Tim Timebomb",90,,,spotify:track:45Qa5mIlVoSlRdSoLsSnLz
1,9,"Philip Chapin",jac,1,"For Whom the Bell Tolls (Live)","Metallica, San Francisco Symphony",23,,,spotify:track:5YPzY1EmlXP7RoPz3dvhY8
1,9,"Philip Chapin",missmara,2,"Them Changes",Thundercat,13,57,funk,spotify:track:7CH99b2i1TXS5P8UUyWtnM
1,9,Sarah,Mashew,1,"Figure It Out","Royal Blood",28,,rock,spotify:track:6V0A3jkb9ntudO0kmcJ1xd
1,9,Sarah,Mollyjohnson,1,"A Forest - 2006 Remaster","The Cure",19,,"new wave",spotify:track:3O4TPMOgChXOerSdB5WENH
1,9,Sarah,"Philip Chapin",2,"Punk Rock Loser","Viagra Boys",51,91,,spotify:track:2pqoh1jUQoppztoQRRGyKK
1,9,Sarah,Tj,-1,"Super Bon Bon","Soul Coughing",63,,,spotify:track:4H1ttBCmT7cqvGJLqfHbED
1,9,Sarah,"Voltron’s YoungLion",3,"Journey to the End of the East Bay","Tim Timebomb",90,,,spotify:track:45Qa5mIlVoSlRdSoLsSnLz
1,9,Sarah,hanhquach,2,"Seven Nation Army - Remasterisée","Ben L'Oncle Soul",66,,,spotify:track:4LDNKV0SYy8m9MRyhLkXv7
1,9,Sarah,jac,2,"For Whom the Bell Tolls (Live)","Metallica, San Francisco Symphony",23,,,spotify:track:5YPzY1EmlXP7RoPz3dvhY8
1,9,"Sarah S","Joe Quinto",3,"Give Up The Funk (Tear The Roof Off The Sucker)",Parliament,52,,,spotify:track:4XRkQloZFcRrCONN7ZQ49Y
1,9,"Sarah S","Jonathan Black",3,"Add It Up","Violent Femmes",47,,,spotify:track:61QW3AcU1jm5ttPOn8eZhn
1,9,"Sarah S","Michael Layous",1,"Dean Town",Vulfpeck,54,,,spotify:track:1dyUxu73YVV4661xsoib5b
1,9,"Sarah S",Mollyjohnson,1,"A Forest - 2006 Remaster","The Cure",19,,"new wave",spotify:track:3O4TPMOgChXOerSdB5WENH
1,9,"Sarah S","Philip Chapin",-1,"Punk Rock Loser","Viagra Boys",51,91,,spotify:track:2pqoh1jUQoppztoQRRGyKK
1,9,"Sarah S",Sarah,1,"Under Pressure - Remastered 2011","Queen, David Bowie",94,49,,spotify:track:11IzgLRXV7Cgek3tEgGgjw
1,9,"Sarah S",hanhquach,2,"Seven Nation Army - Remasterisée","Ben L'Oncle Soul",66,,,spotify:track:4LDNKV0SYy8m9MRyhLkXv7
1,9,SusieQ,"Joe Quinto",1,"Give Up The Funk (Tear The Roof Off The Sucker)",Parliament,52,,,spotify:track:4XRkQloZFcRrCONN7ZQ49Y
1,9,SusieQ,"Jonathan Black",1,"Add It Up","Violent Femmes",47,,,spotify:track:61QW3AcU1jm5ttPOn8eZhn
1,9,SusieQ,Mollyjohnson,3,"A Forest - 2006 Remaster","The Cure",19,,"new wave",spotify:track:3O4TPMOgChXOerSdB5WENH
1,9,SusieQ,Sarah,1,"Under Pressure - Remastered 2011","Queen, David Bowie",94,49,,spotify:track:11IzgLRXV7Cgek3tEgGgjw
1,9,SusieQ,"Sarah S",2,"Glory Box",Portishead,9,,trip-hop,spotify:track:3Ty7OTBNSigGEpeW2PqcsC
1,9,SusieQ,"Voltron’s YoungLion",1,"Journey to the End of the East Bay","Tim Timebomb",90,,,spotify:track:45Qa5mIlVoSlRdSoLsSnLz
1,9,SusieQ,hanhquach,1,"Seven Nation Army - Remasterisée","Ben L'Oncle Soul",66,,,spotify:track:4LDNKV0SYy8m9MRyhLkXv7
1,9,SusieQ,jac,-1,"For Whom the Bell Tolls (Live)","Metallica, San Francisco Symphony",23,,,spotify:track:5YPzY1EmlXP7RoPz3dvhY8
1,9,SusieQ,missmara,1,"Them Changes",Thundercat,13,57,funk,spotify:track:7CH99b2i1TXS5P8UUyWtnM
1,9,Tj,"Jonathan Black",1,"Add It Up","Violent Femmes",47,,,spotify:track:61QW3AcU1jm5ttPOn8eZhn
1,9,Tj,Mashew,1,"Figure It Out","Royal Blood",28,,rock,spotify:track:6V0A3jkb9ntudO0kmcJ1xd
1,9,Tj,"Michael Layous",1,"Dean Town",Vulfpeck,54,,,spotify:track:1dyUxu73YVV4661xsoib5b
1,9,Tj,Mollyjohnson,1,"A Forest - 2006 Remaster","The Cure",19,,"new wave",spotify:track:3O4TPMOgChXOerSdB5WENH
1,9,Tj,"Philip Chapin",1,"Punk Rock Loser","Viagra Boys",51,91,,spotify:track:2pqoh1jUQoppztoQRRGyKK
1,9,Tj,Sarah,1,"Under Pressure - Remastered 2011","Queen, David Bowie",94,49,,spotify:track:11IzgLRXV7Cgek3tEgGgjw
1,9,Tj,"Sarah S",1,"Glory Box",Portishead,9,,trip-hop,spotify:track:3Ty7OTBNSigGEpeW2PqcsC
1,9,Tj,SusieQ,1,"Wide Awake","Parquet Courts",55,,,spotify:track:26UinddFbmPE2woBqQ246S
1,9,Tj,"Voltron’s YoungLion",1,"Journey to the End of the East Bay","Tim Timebomb",90,,,spotify:track:45Qa5mIlVoSlRdSoLsSnLz
1,9,Tj,hanhquach,1,"Seven Nation Army - Remasterisée","Ben L'Oncle Soul",66,,,spotify:track:4LDNKV0SYy8m9MRyhLkXv7
1,9,Tj,jac,1,"For Whom the Bell Tolls (Live)","Metallica, San Francisco Symphony",23,,,spotify:track:5YPzY1EmlXP7RoPz3dvhY8
1,9,Tj,missmara,-1,"Them Changes",Thundercat,13,57,funk,spotify:track:7CH99b2i1TXS5P8UUyWtnM
1,9,"Voltron’s YoungLion","Joe Quinto",1,"Give Up The Funk (Tear The Roof Off The Sucker)",Parliament,52,,,spotify:track:4XRkQloZFcRrCONN7ZQ49Y
1,9,"Voltron’s YoungLion","Jonathan Black",0,"Add It Up","Violent Femmes",47,,,spotify:track:61QW3AcU1jm5ttPOn8eZhn
1,9,"Voltron’s YoungLion",Mashew,1,"Figure It Out","Royal Blood",28,,rock,spotify:track:6V0A3jkb9ntudO0kmcJ1xd
1,9,"Voltron’s YoungLion","Michael Layous",2,"Dean Town",Vulfpeck,54,,,spotify:track:1dyUxu73YVV4661xsoib5b
1,9,"Voltron’s YoungLion",Mollyjohnson,1,"A Forest - 2006 Remaster","The Cure",19,,"new wave",spotify:track:3O4TPMOgChXOerSdB5WENH
1,9,"Voltron’s YoungLion","Philip Chapin",3,"Punk Rock Loser","Viagra Boys",51,91,,spotify:track:2pqoh1jUQoppztoQRRGyKK
1,9,"Voltron’s YoungLion",Sarah,1,"Under Pressure - Remastered 2011","Queen, David Bowie",94,49,,spotify:track:11IzgLRXV7Cgek3tEgGgjw
1,9,"Voltron’s YoungLion","Sarah S",1,"Glory Box",Portishead,9,,trip-hop,spotify:track:3Ty7OTBNSigGEpeW2PqcsC
1,9,"Voltron’s YoungLion",SusieQ,-1,"Wide Awake","Parquet Courts",55,,,spotify:track:26UinddFbmPE2woBqQ246S
1,9,"Voltron’s YoungLion",hanhquach,1,"Seven Nation Army - Remasterisée","Ben L'Oncle Soul",66,,,spotify:track:4LDNKV0SYy8m9MRyhLkXv7
1,9,"Voltron’s YoungLion",jac,0,"For Whom the Bell Tolls (Live)","Metallica, San Francisco Symphony",23,,,spotify:track:5YPzY1EmlXP7RoPz3dvhY8
1,9,"Voltron’s YoungLion",missmara,0,"Them Changes",Thundercat,13,57,funk,spotify:track:7CH99b2i1TXS5P8UUyWtnM
1,9,hanhquach,"Joe Quinto",1,"Give Up The Funk (Tear The Roof Off The Sucker)",Parliament,52,,,spotify:track:4XRkQloZFcRrCONN7ZQ49Y
1,9,hanhquach,"Jonathan Black",1,"Add It Up","Violent Femmes",47,,,spotify:track:61QW3AcU1jm5ttPOn8eZhn
1,9,hanhquach,Mashew,1,"Figure It Out","Royal Blood",28,,rock,spotify:track:6V0A3jkb9ntudO0kmcJ1xd
1,9,hanhquach,"Michael Layous",1,"Dean Town",Vulfpeck,54,,,spotify:track:1dyUxu73YVV4661xsoib5b
1,9,hanhquach,Mollyjohnson,1,"A Forest - 2006 Remaster","The Cure",19,,"new wave",spotify:track:3O4TPMOgChXOerSdB5WENH
1,9,hanhquach,"Philip Chapin",-1,"Punk Rock Loser","Viagra Boys",51,91,,spotify:track:2pqoh1jUQoppztoQRRGyKK
1,9,hanhquach,Sarah,1,"Under Pressure - Remastered 2011","Queen, David Bowie",94,49,,spotify:track:11IzgLRXV7Cgek3tEgGgjw
1,9,hanhquach,"Sarah S",1,"Glory Box",Portishead,9,,trip-hop,spotify:track:3Ty7OTBNSigGEpeW2PqcsC
1,9,hanhquach,SusieQ,1,"Wide Awake","Parquet Courts",55,,,spotify:track:26UinddFbmPE2woBqQ246S
1,9,hanhquach,Tj,1,"Super Bon Bon","Soul Coughing",63,,,spotify:track:4H1ttBCmT7cqvGJLqfHbED
1,9,hanhquach,jac,1,"For Whom the Bell Tolls (Live)","Metallica, San Francisco Symphony",23,,,spotify:track:5YPzY1EmlXP7RoPz3dvhY8
